area,units_per_area,txmonth,number_in_area,tariff
ERF 51011,119.8,Nov-24,1,Lifeline1
GOODWOOD WEST     GOODWOOD,938,Nov-24,2,Home
ERF 49458,87.8,Nov-24,1,Lifeline1
GORDONS STRAND ESTATE,482,Nov-24,1,Lifeline1
ERF 21224     BELLVILLE,643.3,Nov-24,1,Domestic
ERF 20730     WELGELEGEN,574.3,Nov-24,1,Home
ERF 16832,229,Nov-24,1,Lifeline1
ERF 16803,136.6,Nov-24,1,Lifeline1
ERF 16594,67,Nov-24,1,Domestic
ERF 162456,345,Nov-24,1,Lifeline2
ERF 14546,246.3,Nov-24,1,Lifeline2
ERF 14286,159.4,Nov-24,1,Lifeline1
HARFIELD AND MURRAY RD,245.9,Nov-24,1,Domestic
HEATHFIELD 66 PROTEAPARK,49.4,Nov-24,1,Lifeline1
EDINBURGH 94 SAXONSEA,111.4,Nov-24,1,Lifeline1
HELDERBERG PARK,361.5,Nov-24,3,Lifeline1
EDINBURGH 68 SAXONSEA,510.3,Nov-24,1,Lifeline2
HINTS AVE,214.9,Nov-24,1,Lifeline2
HOOP 93 SAXONSEA,137.5,Nov-24,1,Lifeline2
EDGAR BULLOCK STREET     RAVENSMEAD,119.8,Nov-24,1,Lifeline1
HORNBILL 11 ROBINVALE,151.8,Nov-24,1,Domestic
HUNTERS CREEK,898.3,Nov-24,4,Lifeline1
IDA MNTWANA,101.6,Nov-24,1,Lifeline1
IMIZAMO-YETHU,250.2,Nov-24,1,Lifeline2
JACQUES HILL,598.3,Nov-24,1,Small Power 2
JOE GQABI,202.8,Nov-24,1,Lifeline2
JOUBERT STREET     GOODWOOD  46113,198.7,Nov-24,1,Home
DR ABDURAHMAN AVE,614.4,Nov-24,2,Domestic
KALKSTEENFONTEIN ,115.6,Nov-24,1,Lifeline1
KENEVER,970,Nov-24,2,Home
KENRIDGE HEIGHTS     DURBANVILLE,3034.6,Nov-24,3,Home
DIRKIE UYSSTRAAT,446.3,Nov-24,2,Home
KHAYALETHU PARK,215.6,Nov-24,1,Domestic
KNYSNA RD 16,153.4,Nov-24,1,Lifeline1
KOEDOE STREET     PAROW,199.9,Nov-24,1,Domestic
KOOPMANSLAAN,195.4,Nov-24,1,Lifeline1
K.T.C.,122.6,Nov-24,1,Lifeline2
KUILSRIVIER SOUTH SMALLHOLDING,140.8,Nov-24,1,Lifeline1
KUSWEG 33,115.3,Nov-24,2,Small Power 2
DEERLODGE 81 SHERWOOD,332.8,Nov-24,1,Domestic
DAVID ST,153.4,Nov-24,1,Lifeline1
LA ROCHELLE     BELLVILLE,2656.4,Nov-24,6,Home
DAHLIA RD,180.7,Nov-24,1,Lifeline1
LINARIA 6 PROTEA PARK,211.8,Nov-24,1,Lifeline2
LINARIA 8 PROTEA PARK,243,Nov-24,1,Lifeline1
LINKS DRIVE,194.1,Nov-24,1,Lifeline2
LOOK SWART MGUDLE,318,Nov-24,1,Lifeline2
LOTUS RIVER ,132.4,Nov-24,1,Lifeline1
LOURENSFORDWEG,1820.3,Nov-24,3,Home
LOURENSSTRAAT,163.9,Nov-24,1,Domestic
L.T.A HOSTELS,124,Nov-24,1,Lifeline1
C/O WALE AND PENTZ ST,154.8,Nov-24,1,Home
LYSTER 38 ROBINVALE,341.5,Nov-24,1,Lifeline2
MADEBELA ST,210.4,Nov-24,1,Domestic
COSMOS 3 PROTEA PARK,220.7,Nov-24,1,Lifeline1
CORAL 57 AVONDALE,53.1,Nov-24,1,Lifeline2
COLLEEN WILLIAM ST,340.7,Nov-24,1,Domestic
MANSFIELD INDUSTRIA,983.7,Nov-24,2,Home
C/O JOOL AND DURAM SREET     BELLVILLE SOUTH,256.1,Nov-24,1,Domestic
C/O BAYVIEW AND KARBONEL RD,157.9,Nov-24,1,Small Power 2
CNR ZAZULANA AND DYAMALA ST,135.3,Nov-24,1,Lifeline2
MFULENI     ERF 9107,196.2,Nov-24,1,Lifeline2
MFULENI     ERF 9184,202.7,Nov-24,1,Lifeline2
MFULENI     ERF 9218,248.1,Nov-24,1,Lifeline1
MFULENI     TR 9153,296.8,Nov-24,1,Lifeline1
CHIE GUEVARA ST,148,Nov-24,1,Lifeline2
CHANDA 3 SHERWOOD,178.6,Nov-24,1,Lifeline1
MKELEKETHA RD,235.7,Nov-24,1,Domestic
CASTALLIS 50 PROTEA PARK,295.2,Nov-24,1,Lifeline2
MORGENSTER HEIGHTS,1358.1,Nov-24,4,Lifeline1
MORGENSTER HEIGHTS,1154.8,Nov-24,4,Lifeline2
MORGENSTER HOOGTE,1333.6,Nov-24,5,Lifeline1
CAPE FARMS - DISTRICT H,1909.6,Nov-24,3,Domestic
CANARY 6 ROBINVALE,103,Nov-24,1,Lifeline1
MORTIMER 22,266,Nov-24,1,Lifeline2
MOSSELBANK RIVER AVENUE     DURBANVILLE,1841,Nov-24,4,Home
MOWBRAY  ,1830.4,Nov-24,5,Home
MOWBRAY SOUTH,569.2,Nov-24,2,Lifeline2
CAFDA,249.9,Nov-24,1,Lifeline1
MURDOCK VALLEY,1883,Nov-24,3,Domestic
NAPOLEON 34 SAXONSEA,384,Nov-24,1,Domestic
NAUTILUS,469.4,Nov-24,1,Home
NEW HOUSE,92.5,Nov-24,1,Domestic
NEW MACASSAR,396.9,Nov-24,1,Domestic
BROAD ROAD,419.8,Nov-24,1,Home
BROADLANDS VILLAGES,99,Nov-24,1,Domestic
BROADLANDS VILLAGE,385.7,Nov-24,2,Lifeline2
NIESHOUTSTRAAT 16     GRANNY FLAT,175.1,Nov-24,1,Home
NKALATHA STR,158.2,Nov-24,1,Lifeline2
NONDYOLA ST,313.2,Nov-24,1,Lifeline1
NOORDHOEK ,4159.8,Nov-24,4,Home
NORMANDY ESTATE,897.7,Nov-24,3,Lifeline2
NORTHWAY STREET     RAVENSMEAD,501.6,Nov-24,2,Lifeline2
NOVA CONSTANTIA,1154.4,Nov-24,2,Domestic
NYANDA CRES,266,Nov-24,1,Lifeline2
OAKDALE(1),657.9,Nov-24,4,Lifeline1
BONAVENTURA 46,301.6,Nov-24,1,Lifeline2
O'KENNEDYVILLE,839.6,Nov-24,2,Home
ONVERWACHT - THE STRAND,350.8,Nov-24,3,Lifeline1
OOSTENBERG,861.1,Nov-24,1,Home
BLOUBERG,1936.6,Nov-24,7,Home
OXFORD STREET     GOODWOOD,195.5,Nov-24,2,Home
PARK 200,574.6,Nov-24,1,Small Power 2
PARK TOWN,673.2,Nov-24,1,Domestic
PARKWOOD AVE,126.1,Nov-24,1,Lifeline1
 PAROW ,246.5,Nov-24,1,Domestic
PAROW NORTH,15118.7,Nov-24,3,Small Power 1
PEARLES PARK OOS,671.9,Nov-24,1,Home
BERGZIHCT     GOODWOOD,344.7,Nov-24,1,Lifeline2
BERGZICHT,1132.4,Nov-24,3,Lifeline2
BENTOS 36 AVONDALE,257.5,Nov-24,1,Lifeline2
PENELOPE 54 AVONDALE,107.2,Nov-24,1,Lifeline1
BELVEDERE TYGERBERG,3432.8,Nov-24,7,Home
PETUNIA 5 PROTEA PARK,229,Nov-24,1,Lifeline1
BELVEDERE ESTATE     DURBANVILLE,4460.5,Nov-24,6,Home
PHASE 5-2 F,300.7,Nov-24,1,Lifeline1
PHILIPI,187.1,Nov-24,1,Lifeline1
BELVEDERE ESTATE,1965.8,Nov-24,6,Home
PHILIPPI PARK,140.8,Nov-24,1,Lifeline1
BELLVILLE SOUTH    ,280.5,Nov-24,2,Lifeline1
PLUMSTEAD  ,198.4,Nov-24,1,Domestic
BELGRAVIA- BELLVILLE,140.8,Nov-24,1,Lifeline1
BEGONIA 6 PROTEA PARK,228.2,Nov-24,1,Lifeline1
BC7 KABONGO ST,375.3,Nov-24,1,Lifeline2
PROTEA STR 18 PROTEA PARK,46,Nov-24,1,Lifeline2
RAVENSMEAD     2DE METER,166,Nov-24,1,Lifeline1
RED HILL RD,308.2,Nov-24,2,Lifeline1
RESNELOV AND NIELSON HOSTEL,111.4,Nov-24,1,Lifeline1
ROBERT 6 SAXONSEA,271.4,Nov-24,1,Domestic
A.W.C. HOSTEL,236.3,Nov-24,1,Lifeline2
ROOM B,105.8,Nov-24,1,Lifeline2
ATLANTIC BEACH,1519.8,Nov-24,3,Home
ATHLONE NORTH,359,Nov-24,2,Home
ROZETTA 74 AVONDALE,181.4,Nov-24,1,Lifeline2
ARION 81 SHERWOOD,447,Nov-24,1,Lifeline2
SALT RIVER,42.9,Nov-24,1,Error
ANTELOPE AVENUE,550.4,Nov-24,1,Domestic
SCARBOROUGH,623.1,Nov-24,3,Lifeline1
ALTENASTRAAT,2163.6,Nov-24,2,Home
ALEXANDRA ROAD 96     PARROW,188.4,Nov-24,1,Home
SECTION 1,92.7,Nov-24,1,Domestic
SHOP 3 / SUNRISE TRADING,134.7,Nov-24,1,Home
SILVEROAKS,667.6,Nov-24,2,Small Power 2
ADENIUM 3 PROTEA PARK,455.7,Nov-24,1,Domestic
ADDISON 20 AVONDALE,241.6,Nov-24,1,Lifeline1
SIMON.S TOWN,1432.5,Nov-24,1,Small Power 1
9 NDIBELA ST,107.2,Nov-24,1,Lifeline1
9 JOHN KONILE RD,240.6,Nov-24,1,Lifeline2
8STE LAAN     RAVENSMEAD,152.4,Nov-24,1,Lifeline2
8 PELICAN ST,294.4,Nov-24,1,Domestic
SPRINGBOK PARK,1429,Nov-24,4,Lifeline2
STARLING 42 ROBINVALE,191.2,Nov-24,1,Lifeline1
8 MCAMBALALENI RD,96.2,Nov-24,1,Lifeline1
STELLENRIDGE,1243.3,Nov-24,4,Lifeline2
STERRESCHAN 13 EXT13 SSEA,175.2,Nov-24,1,Lifeline2
STEVE TSWETE ST,90.6,Nov-24,1,Lifeline2
ST IRENE WAY,241.6,Nov-24,1,Lifeline1
7 GOBOZANA RD,75.2,Nov-24,1,Lifeline1
76 MAKHOSI CRESC,106.1,Nov-24,1,Lifeline2
STRAND  ,321.2,Nov-24,1,Home
7469     MFULENI,174.4,Nov-24,1,Lifeline1
STRELITZIA 10 PROTEAPARK,153.5,Nov-24,1,Lifeline1
67 DLEPHU RD,338.2,Nov-24,1,Lifeline2
SUN ROAD 21,329,Nov-24,1,Lifeline2
SUTHERLAND ST,469.9,Nov-24,2,Domestic
5 MAKHOSI CRES,65.8,Nov-24,1,Lifeline1
59 OLD TRAFFORD WAY,537.7,Nov-24,1,Domestic
THIRD AVE,861.2,Nov-24,1,Home
THORN LANE 19,157.6,Nov-24,1,Lifeline1
TORTELDUIF 63 ROBINVALE,215.2,Nov-24,1,Domestic
TOWN CENTRE,122.7,Nov-24,1,Small Power 2
TOWNSEND STREET     GOODWOOD,537.6,Nov-24,3,Domestic
45 DLEPHU RD,249,Nov-24,1,Lifeline2
TYHALI RD,187.1,Nov-24,1,Domestic
UMRHABULO TRIANGLE,122.6,Nov-24,1,Lifeline2
UNIT 3,770.4,Nov-24,2,Small Power 2
VALLEYFIELD 11 EXT13 SSEA,271,Nov-24,1,Lifeline1
VALLEYFIELD 18 EXT13 SSEA,68,Nov-24,1,Lifeline2
3 SOPHIA TEMA,212.2,Nov-24,1,Lifeline1
VASCO BOULEVARD     VASCO,168.4,Nov-24,1,Lifeline2
VICTORIA PARK,403.7,Nov-24,3,Lifeline1
VIERLANDEN,1258.6,Nov-24,6,Lifeline1
VOELVLE,431.4,Nov-24,1,Domestic
34 NY 9,312.4,Nov-24,1,Domestic
VRIJZEE     GOODWOOD,830.9,Nov-24,2,Domestic
WATUSSI DRIVE,160.6,Nov-24,1,Home
27 MNANDI CLOSE,149.2,Nov-24,1,Lifeline1
27A NDLWANA ST,630.9,Nov-24,1,Domestic
22 PUTNEY AVE,735,Nov-24,1,Home
WESTLAKE VILLAGE,1490.1,Nov-24,1,Home
WINDSOR 47 EXT13 S/SEA,153.5,Nov-24,1,Lifeline1
14744,170.2,Nov-24,1,Lifeline1
WINSTON ESTATE,1747.5,Nov-24,4,Home
129 RYGERSDAL AVE,396.8,Nov-24,1,Domestic
126 THIRD AVENUE,2303.8,Nov-24,6,Home
11 GARNET CRES,80.6,Nov-24,1,Lifeline2
ZEELAND 60 EXT13 SAXONSEA,355.6,Nov-24,1,Lifeline1
ZONE 18,54.4,Nov-24,1,Lifeline2
ERF 9305     MFULENI,166,Nov-24,1,Lifeline1
"SUNNYDALE,",236,Nov-24,1,Lifeline2
MUIZENBERG ,1277.4,Nov-24,3,Home
SUNBIRD CRESCENT     DURBANVALE,655.6,Nov-24,2,Home
MUIZENBERG NORTH,1306.9,Nov-24,3,Lifeline2
MURRAYSTRAAT     GOODWOOD,335.5,Nov-24,1,Home
ERF 7892     MFULENI,405.1,Nov-24,1,Lifeline2
ERF 7888     MFULENI,220.8,Nov-24,1,Lifeline1
MZONKE JACK,114.1,Nov-24,1,Lifeline2
N1 CITY,1292.6,Nov-24,4,Small Power 2
ERF 9554     MFULENI,168.7,Nov-24,1,Lifeline2
BISCHOPSCOURT,414.8,Nov-24,2,Domestic
ERF 7881     MFULENI,143.5,Nov-24,1,Lifeline2
NELSON STREET     GOODWOOD,307.8,Nov-24,1,Lifeline2
STRAND GOLF ESTATE,1018.9,Nov-24,4,Domestic
STRAND ,306.4,Nov-24,1,Small Power 2
76 SYCAMORE CRES,249.9,Nov-24,1,Lifeline1
NKUKHWINI RD,83.6,Nov-24,1,Domestic
79 HOPKINS STREET     PAROW,239.4,Nov-24,1,Home
BRACKENFELL INDUSTRIEEL,2730.2,Nov-24,3,Small Power 2
NOVA CONSTANTIA,2310.2,Nov-24,1,Small Power 1
BOYA STR,64.5,Nov-24,1,Domestic
BOWENIA 15 SHERWOOD,173,Nov-24,1,Lifeline2
PARK AVE,3976,Nov-24,1,Small Power 1
NYANGA HOSTELS,217.4,Nov-24,2,Lifeline1
ERF 9577     MFULENI,207.5,Nov-24,1,Domestic
STERRESCHAN 4 EXT13 S/SEA,98.7,Nov-24,1,Lifeline1
SOUTH PARK,738.2,Nov-24,2,Home
OBSEVATORY,2161.6,Nov-24,4,Home
O'KENNEDYVILLE,887.1,Nov-24,2,Small Power 2
OLYF CLOSE     DURBANVILLE,1068.9,Nov-24,3,Home
BODE RD,121.7,Nov-24,1,Small Power 2
89 MLONJI STR,237.6,Nov-24,1,Lifeline1
PALM AVE,151.2,Nov-24,1,Lifeline1
BLOUBERGSTRAND,4033.8,Nov-24,2,Small Power 1
AZALEA CRESCENT 39,900.2,Nov-24,1,Domestic
ST CHARLES CNR DALIA,115.5,Nov-24,1,Lifeline1
FAURE MARINE DRIVE,125.2,Nov-24,1,Home
OSCAR MPETHA,270.6,Nov-24,2,Lifeline1
FERNANDE 44 SAXONSEA,337.5,Nov-24,1,Lifeline2
BLOCK G4,111.3,Nov-24,1,Lifeline1
BLOCK G1,115.5,Nov-24,1,Lifeline1
13 MARIGOLD ST,177.1,Nov-24,1,Lifeline2
WOODLANDS,2310.2,Nov-24,1,Small Power 1
FIRGROVE,2474.7,Nov-24,5,Home
RUTH FIRST,141.2,Nov-24,1,Domestic
FLAT ABOVE,268.8,Nov-24,1,Domestic
WINKEL 12,421.6,Nov-24,1,Small Power 2
FREESIA 21 PROTEA PARK,204.9,Nov-24,1,Domestic
ERF 7641     MFULENI,144.9,Nov-24,1,Lifeline1
FROGMORE ESTATE,214.2,Nov-24,1,Lifeline1
SACK'S CIRCLE INDUSTRIAL,1884.3,Nov-24,3,Small Power 2
GALLERY CRES,228.2,Nov-24,1,Domestic
SAKKIES DORP CRES,239.5,Nov-24,1,Small Power 1
ERF 7417     MFULENI,170.1,Nov-24,1,Lifeline1
RICHMOND ESTATE ,292,Nov-24,1,Home
BACELONA,128.1,Nov-24,1,Lifeline1
ERF 7395     MFULENI,149.8,Nov-24,1,Lifeline2
GLENLILY ,214.9,Nov-24,1,Lifeline2
GLEN MARINE,1485.5,Nov-24,2,Home
SALAMANDER ST,123.9,Nov-24,1,Lifeline1
ERF 7089     MFULENI,174.4,Nov-24,1,Lifeline1
ERF3979     DURBANVILLE,175,Nov-24,1,Home
GOTHENBURG 53 AVONDALE,13,Nov-24,1,Domestic
ROTTERDAM 29 AVONDALE,314.9,Nov-24,1,Domestic
BALSEMINE 2 PROTEA PARK,102.9,Nov-24,1,Lifeline1
GRAAF STREET     PLATTE KLOOF,393.5,Nov-24,1,Home
GRAHAMDALE,552.4,Nov-24,1,Home
  GRASSY PARK ,388,Nov-24,1,Lifeline2
GRASSY PARK ,1202.7,Nov-24,2,Small Power 2
GRASSYPARK,334.4,Nov-24,1,Lifeline1
ERF 210137     BELLVILLE,441.4,Nov-24,1,Home
17 WOODBURY CRESC,486.4,Nov-24,1,Domestic
ARAUNA,874.4,Nov-24,1,Small Power 1
REDE HILL RD,206.7,Nov-24,1,Lifeline2
ANNANDALE ,2440.7,Nov-24,4,Home
18 BRICKFIELD RD,734.1,Nov-24,3,Small Power 2
WESTLAKE GOLF ESTATE,2024,Nov-24,5,Home
GREEN POINT ,1849.7,Nov-24,1,Small Power 2
1 PAWC HOSTEL,130.9,Nov-24,1,Lifeline2
GULDENSTRAAT     GULDEN PARK,297.3,Nov-24,1,Lifeline2
ERF 10357,216.6,Nov-24,1,Lifeline2
HALCROFT RD,253.9,Nov-24,1,Home
SHERWOOD,1941.3,Nov-24,1,Small Power 2
RALP STREET     RAVENMEAD,524.8,Nov-24,1,Domestic
SHERWOOD 25 SHERWOOD,153.7,Nov-24,1,Domestic
WELTEVRDEN VALLEY,278.3,Nov-24,1,Lifeline2
ROSENPARK,2310.3,Nov-24,1,Small Power 1
ELSIES RIVER,562.4,Nov-24,3,Home
HAZENDAL ,669.9,Nov-24,3,Home
HAZYVIEW,579.8,Nov-24,1,Home
ANNANDALE,474.1,Nov-24,1,Lifeline2
SANLAMHOF,495.8,Nov-24,2,Lifeline2
EINDHOVEN,114.2,Nov-24,1,Home
EDWARD,1709,Nov-24,4,Home
HIGHGATE 32 BEACONHILL,563.2,Nov-24,1,Domestic
SANLAMHOF,1979.1,Nov-24,2,Small Power 2
HOBBY 3 ROBINVALE,144.9,Nov-24,1,Lifeline1
HOMERIA 15 PROTEA PARK,206.8,Nov-24,1,Lifeline2
ASTER CRESCENT 31,243.2,Nov-24,1,Domestic
BAY VIEW,243.2,Nov-24,1,Domestic
ALICIA PLACE 19,125.5,Nov-24,1,Domestic
SIGNAL HILL / LIONS HEAD,512,Nov-24,1,Domestic
HOOGSTEDE,2098.9,Nov-24,1,Small Power 1
SAN REMO,447,Nov-24,1,Lifeline2
HORNBILL 3 ROBINVALE,109.9,Nov-24,1,Lifeline2
HOSTELS,246.8,Nov-24,2,Lifeline1
SIKWENENE ST,76.3,Nov-24,1,Lifeline2
 EAGLE PARK ,583.9,Nov-24,1,Lifeline2
HYDRANGEA 57 PROTEA PARK,350,Nov-24,1,Lifeline2
VREDENBERG - SOMERST WES,3874.5,Nov-24,8,Home
PROTEAHOOGTE,128.1,Nov-24,1,Small Power 2
2ND AVE (BLOCK 5),422,Nov-24,1,Domestic
BEAVERHEAD 62 SHERWOOD,257.4,Nov-24,1,Lifeline2
IKWELERA STREET 67     MFULENI,168.7,Nov-24,1,Lifeline2
DURBELL,3932.7,Nov-24,1,Small Power 2
ITSOMO STREET 69     MFULENI,236.1,Nov-24,1,Lifeline2
ATLANTIS,866.5,Nov-24,2,Small Power 2
PRIROSE PARK,333,Nov-24,1,Domestic
JONKERSHOEK 35,233.1,Nov-24,1,Lifeline1
DUBULA CRES,174.4,Nov-24,1,Lifeline1
DORMER EVE,1008.5,Nov-24,1,Home
VOORTREKKER RD,396.8,Nov-24,1,Domestic
KASOUGA RD,1714.3,Nov-24,1,Small Power 1
ERF 9439     MFULENI,303.6,Nov-24,1,Lifeline2
DOBSON,1083.8,Nov-24,2,Lifeline2
DOBSON,728.5,Nov-24,3,Lifeline1
DIYA RD,189.8,Nov-24,1,Lifeline2
SAN RHEMO,437.8,Nov-24,1,Domestic
KENROCK COUNTRY ESTATE,1961,Nov-24,4,Home
VILLAFE 4A,232,Nov-24,1,Lifeline2
SILVERTAS,412.3,Nov-24,2,Domestic
POIET STR 61,320,Nov-24,1,Domestic
VICTORIA,448,Nov-24,1,Domestic
ROOSMARYN 5 PROTEA PARK,219.3,Nov-24,1,Lifeline2
ZEVENWACHT COUNTRY ESTATE,2228.5,Nov-24,1,Small Power 2
PLATTEKLOOF GLEN,3011.8,Nov-24,1,Small Power 1
BELHAR     I/D 5303305167010,74.6,Nov-24,1,Domestic
VICTORAPARK,327.3,Nov-24,1,Domestic
SILVERTOWN,3082.4,Nov-24,2,Small Power 1
VERGESIG,1556.2,Nov-24,2,Small Power 2
DES HAMPDEN,623.1,Nov-24,3,Lifeline1
PLATTEKLOOF 2,1393.7,Nov-24,1,Small Power 2
SILVWERTOWN,258.8,Nov-24,1,Domestic
KNOLE PARK,262.6,Nov-24,1,Lifeline1
DERBY CLOSE,171.7,Nov-24,1,Domestic
PLATTEKLOOF,2169.3,Nov-24,1,Small Power 1
VAN RIEBEECKWEG 3,384,Nov-24,1,Domestic
AURORA,376.4,Nov-24,2,Domestic
VAN RIEBEECKSHOF     LABIANCE,968.2,Nov-24,1,Home
DENNEGEUR ESTATE,3272.5,Nov-24,5,Home
DENNEGEUE,1048.6,Nov-24,2,Home
VANGUARD,563.6,Nov-24,3,Small Power 2
SEAWIND,98.7,Nov-24,1,Lifeline1
3 GOODHOPE ST,583,Nov-24,1,Home
DE LA HAYE ESTATE     BELLVILLE,1317.3,Nov-24,4,Home
ZOOPARK,1773.5,Nov-24,5,Home
403270,237.3,Nov-24,1,Lifeline1
UNIT 1,229,Nov-24,1,Small Power 2
BELLVILLE SOUTH  ,874,Nov-24,2,Home
UITSIG,729.4,Nov-24,4,Lifeline1
LISBOA 2 SAXONSEA,588.8,Nov-24,1,Domestic
CURLEW 41 ROBINVALE,177.2,Nov-24,1,Lifeline2
LOGAN WAY,1321.1,Nov-24,4,Domestic
SEA CREST,238.4,Nov-24,2,Lifeline1
PHILLIPI RURAL,147.8,Nov-24,1,Lifeline2
11 BERKERLEY RD,468.1,Nov-24,1,Small Power 1
CURLEW 37 ROBINVALE,392.2,Nov-24,1,Lifeline2
LOOD SMART MGUDLE,106,Nov-24,1,Lifeline2
 LWANDLE ,161.8,Nov-24,1,Lifeline1
MABILLEPARK,254.3,Nov-24,1,Lifeline1
ZEELAND 36 EXT13 SAXONSEA,214.9,Nov-24,1,Lifeline2
ERF 9205     MFULENI,223.5,Nov-24,1,Lifeline2
MAIN RD,1397.9,Nov-24,4,Home
CONSTANTIA  ,4128.6,Nov-24,6,Home
MANDALAY,539.6,Nov-24,2,Lifeline2
SKILPADVLEI     DURBANVILLE,277.4,Nov-24,1,Home
SKILPADVLEI ROAD     DURBANVILLE,64.4,Nov-24,1,Home
CLAREMONT ,1058.4,Nov-24,3,Home
THORNE LANE 35,86.8,Nov-24,1,Lifeline2
ACACIA 118 PROTEA PARK,208.5,Nov-24,1,Lifeline2
MCAMBALALENI RD,299.5,Nov-24,1,Lifeline2
MCEWULA ST,147.8,Nov-24,1,Lifeline2
PHILIPP,202.4,Nov-24,1,Lifeline2
THE RANGE ,84.7,Nov-24,1,Lifeline2
THE RANGE,730.8,Nov-24,2,Small Power 2
52795,512,Nov-24,1,Domestic
PHASE 3 AND 4,236,Nov-24,1,Lifeline2
CHURCH CIRCLE,309.1,Nov-24,1,Lifeline1
MFULENI     ERF 9007,202.5,Nov-24,1,Lifeline2
MFULENI     ERF 9100,244.6,Nov-24,1,Lifeline2
ERF 9410     MFULENI,263.1,Nov-24,1,Lifeline1
PETER CHARLES ST,892.8,Nov-24,1,Small Power 2
THE COTTAGES LAKE VIEW,543.6,Nov-24,1,Domestic
MIDDLE AVE,437.4,Nov-24,2,Home
ALGERIA 18 SHERWOOD,312.1,Nov-24,1,Lifeline2
55 SPRIGGS ST,235.4,Nov-24,1,Domestic
 PELLA ,357.4,Nov-24,1,Domestic
ERF 9058     MFULENI,278.2,Nov-24,1,Lifeline2
MILNERTON RIDGE,1156.5,Nov-24,5,Lifeline1
MITCHELL'S PLAIN,65.8,Nov-24,1,Lifeline2
TAMBO SQUARE,212.1,Nov-24,1,Home
CENTAUR 7,512,Nov-24,1,Domestic
CENTANE ST,168.7,Nov-24,1,Lifeline2
YOUNGSTRAAT 10,489.4,Nov-24,2,Small Power 2
MJODO STR,188,Nov-24,2,Lifeline1
YOUNGSFIELD,876.1,Nov-24,1,Domestic
CEGCUWANE STR,392.4,Nov-24,1,Lifeline2
EXT 22     BLHAR,179.4,Nov-24,1,Domestic
MONTCLAIR DRIVE,90,Nov-24,1,Domestic
MONTE VIDEO,506.9,Nov-24,1,Domestic
MONTE VISTA,1143.9,Nov-24,5,Lifeline1
114 WYNNE STREET,431.1,Nov-24,1,Lifeline2
MONTREAL 68 BEACONHILL,256,Nov-24,1,Domestic
ERF 9030     MFULENI,198.4,Nov-24,1,Lifeline2
MONWOOD,359.8,Nov-24,1,Lifeline1
PEERLESS PARK EAST,762.3,Nov-24,4,Small Power 2
MORGAN INDUSTRIA,2886.7,Nov-24,2,Small Power 1
SONKRING,1041.5,Nov-24,2,Lifeline2
ZONNEBLOEM,147.7,Nov-24,1,Lifeline2
SURREY ESTATE,157.5,Nov-24,1,Error
MORGENSTER HOOGTE,724.4,Nov-24,3,Small Power 2
CAPE FARMS - DISTRICT H,199.9,Nov-24,2,Lifeline1
CAPE FARMS,2597.2,Nov-24,2,Small Power 2
SURBANVALE     DURBANVILLE,777,Nov-24,1,Home
CAMPS BAY / BAKOVEN,1448.9,Nov-24,2,Lifeline1
BIGHORN 11 SHERWOOD,263.8,Nov-24,1,Domestic
SUN ROAD 15 AVONDALE,512,Nov-24,1,Domestic
ERF 9359     MFULENI,164.4,Nov-24,1,Domestic
BELTHORN EST,713.7,Nov-24,2,Home
ROSENDAL,656.4,Nov-24,4,Lifeline1
RONDEVLEI,325.2,Nov-24,2,Lifeline1
BABBLERS 24 ROBINVALE,149,Nov-24,1,Lifeline1
BABBLERS 25 ROBINVALE,168.6,Nov-24,1,Lifeline2
RICK TURNER CRES,109.4,Nov-24,1,Lifeline2
RICHMOND,450.2,Nov-24,3,Lifeline1
SHELLEY COURT 2,84.6,Nov-24,1,Lifeline2
REDHILL RD,495.6,Nov-24,3,Home
ALBATROSS 30 ROBINVALE,231.9,Nov-24,1,Lifeline2
SHERWOOD PARK,466.4,Nov-24,1,Home
PROTES HEIGHTS,431.4,Nov-24,1,Home
SHIRLEY PARK,570.8,Nov-24,3,Lifeline1
PROTEAVILLE EST     DURBANVILLE,3278,Nov-24,4,Home
ZINNIA 13 PROTEA PARK,243.2,Nov-24,1,Domestic
PROTEAVALLEI     BELLVILLE,2367.2,Nov-24,3,Home
BEACH CRES,537.6,Nov-24,3,Domestic
SILVERCITY,59.4,Nov-24,1,Domestic
BELGRAVIA -BELLVILLE,1738.6,Nov-24,2,Small Power 1
SILVER TOWN,724.3,Nov-24,1,Home
AG VISSERSTRAAT     GOODWOOD,133.2,Nov-24,1,Domestic
ERF 9630     MFULENI,227.7,Nov-24,1,Lifeline2
BELLONA 13 SAXONSEA,337.4,Nov-24,1,Lifeline2
BELLVILLE SOUTH INDUSTRIAL,66.5,Nov-24,1,Small Power 2
PHILLIPI EAST,88.8,Nov-24,1,Lifeline2
BELRAIL     BELLVILLE,168.6,Nov-24,1,Lifeline2
BELTHORNE EST,1275.1,Nov-24,2,Home
PETERSEN ST,97.2,Nov-24,1,Lifeline2
9 ROSE CRES,177,Nov-24,1,Domestic
ERF 9615     MFULENI,156.1,Nov-24,1,Lifeline2
BERG STREET,261.8,Nov-24,2,Lifeline1
PELIKAN HEIGHTS,1035.6,Nov-24,3,Domestic
ERF 9605     MFULENI,149,Nov-24,1,Lifeline1
BERZELIA 33 PROTEA PARK,257.3,Nov-24,1,Lifeline2
